GeneID	Length	forth.sorted.bam
ENSG00000280182	2168	0
ENSG00000260495	2693	19
ENSG00000261609	65233	1094
ENSG00000284473	76	28
ENSG00000272923	2098	271
ENSG00000153815	266593	8243
ENSG00000279021	968	0
ENSG00000260229	497	0
ENSG00000279476	2794	0
ENSG00000277255	65	0
ENSG00000275109	61	0
ENSG00000279681	506	0
ENSG00000279294	2059	0
ENSG00000279841	1846	0
ENSG00000261218	29621	1
ENSG00000197943	223589	2104
ENSG00000260682	318	0
ENSG00000276519	1069	0
ENSG00000184860	22627	889
ENSG00000086696	63531	157
ENSG00000261235	95296	107
ENSG00000260161	1132	0
ENSG00000135698	22427	1917
ENSG00000261029	5508	7
ENSG00000251888	286	0
ENSG00000259873	554	3
ENSG00000261285	83781	103
ENSG00000140945	1173676	2623
ENSG00000277387	89	0
ENSG00000280044	221	0
ENSG00000260862	56320	0
ENSG00000286528	16167	0
ENSG00000263360	303	0
ENSG00000260832	37069	0
ENSG00000261410	15164	0
ENSG00000263785	63	0
ENSG00000261103	20033	0
ENSG00000288554	7720	0
ENSG00000260788	52573	0
ENSG00000259914	702	0
ENSG00000260228	17868	94
ENSG00000230989	11760	2094
ENSG00000103150	52331	1860
ENSG00000260932	1428	0
ENSG00000140961	35022	2592
ENSG00000103154	34145	107
ENSG00000166558	32970	53
ENSG00000199350	116	0
ENSG00000285792	4544	19
ENSG00000140943	63182	13782
ENSG00000274677	612	0
ENSG00000260018	521	42
ENSG00000260410	1861	8
ENSG00000103160	23052	1063
ENSG00000154099	33481	277
ENSG00000103168	9224	15714
ENSG00000140955	6031	51
ENSG00000250685	4496	0
ENSG00000168418	21084	10
ENSG00000260858	5780	2
ENSG00000201361	114	0
ENSG00000103175	34999	110
ENSG00000260530	1488	0
ENSG00000260504	944	0
ENSG00000064270	95661	2152
ENSG00000261286	8103	240
ENSG00000140950	77679	2362
ENSG00000261243	1897	0
ENSG00000103187	52483	1979
ENSG00000261471	2434	0
ENSG00000135686	19176	3821
ENSG00000103194	79945	4008
ENSG00000285848	39484	1
ENSG00000103196	100784	1376
ENSG00000260859	980	0
ENSG00000279622	7432	7
ENSG00000260340	11251	2
ENSG00000153786	37361	3354
ENSG00000135709	66480	1841
ENSG00000153789	14115	4
ENSG00000278214	12294	18
ENSG00000275088	3306	0
ENSG00000131149	506680	19784
ENSG00000287787	81974	0
ENSG00000270313	216	0
ENSG00000179219	3006	0
ENSG00000266307	100	0
ENSG00000287946	7691	0
ENSG00000278716	1019	0
ENSG00000270124	3563	0
ENSG00000260417	3455	0
ENSG00000263968	298	0
ENSG00000131153	13876	252
ENSG00000154102	61046	747
ENSG00000275393	534	0
ENSG00000287125	11367	0
ENSG00000283416	80	0
ENSG00000269898	939	0
ENSG00000131148	27851	905
ENSG00000252311	125	0
ENSG00000270184	3236	0
ENSG00000270159	519	0
ENSG00000131143	8436	4169
ENSG00000270698	638	1
ENSG00000214259	664	2
ENSG00000286510	1830	1
ENSG00000279907	2492	7
ENSG00000140968	23445	377
ENSG00000274134	70	0
ENSG00000285163	23841	5
ENSG00000268804	943	0
ENSG00000285040	22059	3
ENSG00000269667	3132	0
ENSG00000285012	9136	2
ENSG00000279604	793	0
ENSG00000261177	8118	2
ENSG00000268078	593	0
ENSG00000268505	6121	1
ENSG00000269186	3767	0
ENSG00000268754	79884	60
ENSG00000199949	95	0
ENSG00000268532	6963	0
ENSG00000168367	18057	1
ENSG00000269826	2225	0
ENSG00000268473	1055	1
ENSG00000268388	34571	35
ENSG00000103241	4896	80
ENSG00000270020	3515	2
ENSG00000243697	796	7
ENSG00000103248	25058	1220
ENSG00000280278	1980	2
ENSG00000260944	2617	1
ENSG00000176692	2900	31
ENSG00000176678	7111	52
ENSG00000279142	2451	1
ENSG00000260387	818	0
ENSG00000261161	22623	10
ENSG00000274478	724	0
ENSG00000261175	31962	656
ENSG00000260026	1468	0
ENSG00000287010	6744	4
ENSG00000287161	61913	36
ENSG00000260795	298	0
ENSG00000232190	12322	2
ENSG00000261363	3048	0
ENSG00000260456	233859	101
ENSG00000285527	3251	0
ENSG00000261095	14309	0
ENSG00000261651	538	0
ENSG00000261697	29680	0
ENSG00000243705	153	0
ENSG00000280419	685	0
ENSG00000131152	31398	193
ENSG00000270006	535	0
ENSG00000270082	598	0
ENSG00000103264	65156	1556
ENSG00000269901	4941	0
ENSG00000140941	20827	2311
ENSG00000261592	3592	0
ENSG00000140948	86779	3873
ENSG00000276393	517	0
ENSG00000276337	4001	0
ENSG00000288568	24386	38
ENSG00000260750	5207	1
ENSG00000269935	1665	1
ENSG00000154118	96322	159
ENSG00000277504	533	0
ENSG00000226180	2611	0
ENSG00000104731	69508	2534
ENSG00000260671	7936	0
ENSG00000260498	6071	7
ENSG00000260177	26343	21
ENSG00000103257	39485	5183
ENSG00000278598	69	0
ENSG00000260466	1132	0
ENSG00000174990	55035	114
ENSG00000270385	781	0
ENSG00000260443	145	0
ENSG00000172530	128075	1944
ENSG00000261193	8223	74
ENSG00000260166	2730	10
ENSG00000205037	12945	112
ENSG00000260162	1358	0
ENSG00000261327	9632	54
ENSG00000260420	8613	9
ENSG00000261816	2182	0
ENSG00000261273	67727	215
ENSG00000225614	57799	2516
ENSG00000179588	83752	2236
ENSG00000263456	114	0
ENSG00000261744	18094	0
ENSG00000158545	61586	3238
ENSG00000124391	1897	4
ENSG00000051523	7766	3986
ENSG00000167508	11227	6823
ENSG00000260630	23981	412
ENSG00000185669	8820	0
ENSG00000158717	9910	1025
ENSG00000259813	2110	0
ENSG00000174177	8914	1437
ENSG00000278341	1482	0
ENSG00000103335	69883	21446
ENSG00000284585	60	0
ENSG00000260121	1845	0
ENSG00000224888	10246	0
ENSG00000260617	737	0
ENSG00000182376	2982	0
ENSG00000167513	5470	981
ENSG00000198931	2599	2010
ENSG00000141012	43237	3957
ENSG00000167515	6467	754
ENSG00000205022	3328	6
ENSG00000129993	102350	967
ENSG00000259881	6099	0
ENSG00000261226	2873	0
ENSG00000205018	11736	0
ENSG00000259989	11338	5
ENSG00000256982	6795	15
ENSG00000176715	75747	3291
ENSG00000261546	2105	0
ENSG00000180422	5100	0
ENSG00000205015	2765	0
ENSG00000129910	23745	94
ENSG00000259803	5891	65
ENSG00000259877	2443	113
ENSG00000170100	19369	860
ENSG00000260659	1886	0
ENSG00000167522	222932	28031
ENSG00000268218	4941	0
ENSG00000260279	2190	0
ENSG00000261253	3978	0
ENSG00000261692	2152	0
ENSG00000287351	22691	0
ENSG00000252887	107	0
ENSG00000270832	568	0
ENSG00000197912	67048	9345
ENSG00000261118	12444	0
ENSG00000167526	6172	20512
ENSG00000200084	84	0
ENSG00000178773	21489	418
ENSG00000015413	25149	20
ENSG00000131165	13287	9378
ENSG00000167523	13471	459
ENSG00000275734	13737	81
ENSG00000185324	15618	7680
ENSG00000260259	3950	0
ENSG00000158792	5349	3903
ENSG00000075399	13765	3348
ENSG00000261373	6310	0
ENSG00000158805	20526	3754
ENSG00000187741	79109	833
ENSG00000204991	53141	1770
ENSG00000141002	40058	15820
ENSG00000267048	12077	2
ENSG00000258839	8859	159
ENSG00000198211	16928	1
ENSG00000259006	2836	0
ENSG00000258947	17370	5
ENSG00000140995	20136	6204
ENSG00000177946	3060	573
ENSG00000223959	29576	1873
ENSG00000003249	15258	5624
ENSG00000141013	25347	1386
ENSG00000221819	994	0
ENSG00000222019	8013	27
ENSG00000126856	35507	43
ENSG00000261812	3201	138
ENSG00000260528	76074	6224
ENSG00000260507	1222	0
ENSG00000261172	57652	0
ENSG00000222359	104	0
ENSG00000260923	49635	860
ENSG00000277349	1804	0
ENSG00000280279	12768	1983
ENSG00000280136	29938	617
ENSG00000277613	104	0
ENSG00000268320	1499	3
ENSG00000272636	38862	2543
ENSG00000273172	7764	16
ENSG00000181031	173866	3577
ENSG00000262920	1062	0
ENSG00000262061	2284	0
ENSG00000262294	4944	0
ENSG00000262558	2146	0
ENSG00000241525	9556	11
ENSG00000187624	20738	100
ENSG00000183688	5962	942
ENSG00000263015	8177	16
ENSG00000141252	213050	4928
ENSG00000263300	17437	0
ENSG00000262905	852	0
ENSG00000262708	594	0
ENSG00000244097	754	0
ENSG00000167695	10557	855
ENSG00000179409	9579	2981
ENSG00000231784	2677	7
ENSG00000167699	26294	1737
ENSG00000262228	1755	0
ENSG00000171861	10157	411
ENSG00000262434	782	0
ENSG00000277491	489	9
ENSG00000167693	180467	4910
ENSG00000262133	2192	0
ENSG00000262003	1581	0
ENSG00000263017	333	0
ENSG00000177370	6543	814
ENSG00000159842	226221	14473
ENSG00000264429	84	0
ENSG00000278794	267	0
ENSG00000275997	210	0
ENSG00000235361	3194	0
ENSG00000262213	12062	24
ENSG00000205899	902	2
ENSG00000184811	21317	5261
ENSG00000108953	55948	8782
ENSG00000280408	186	0
ENSG00000167193	42474	5259
ENSG00000262777	2012	0
ENSG00000197879	28501	32360
ENSG00000132376	22166	3246
ENSG00000236618	1166	31
ENSG00000174238	45075	7491
ENSG00000167703	59619	7245
ENSG00000243704	299	0
ENSG00000074660	11887	1884
ENSG00000167705	3722	717
ENSG00000174231	34239	22458
ENSG00000277597	426	4
ENSG00000185561	7562	1340
ENSG00000186594	5682	1051
ENSG00000283824	85	0
ENSG00000167716	22077	551
ENSG00000262791	12838	0
ENSG00000167711	12433	1004
ENSG00000132386	15537	5115
ENSG00000186532	51150	1224
ENSG00000132383	70381	4288
ENSG00000108958	408	0
ENSG00000185924	90658	4383
ENSG00000262445	8058	0
ENSG00000228133	2991	0
ENSG00000262869	3713	0
ENSG00000108963	13321	2486
ENSG00000287553	980	0
ENSG00000262664	1404	0
ENSG00000262533	526	0
ENSG00000263050	1494	67
ENSG00000267200	101	0
ENSG00000267195	110	2
ENSG00000177374	9088	3265
ENSG00000070366	243947	5389
ENSG00000280333	134	0
ENSG00000262810	11880	0
ENSG00000279040	126	0
ENSG00000279562	147	0
ENSG00000279340	167	0
ENSG00000262402	475	0
ENSG00000265777	278	0
ENSG00000236838	718	0
ENSG00000236457	534	0
ENSG00000225084	931	0
ENSG00000278941	374	0
ENSG00000280242	439	0
ENSG00000167720	21878	671
ENSG00000262333	955	0
ENSG00000167721	14262	1325
ENSG00000275084	222	0
ENSG00000212163	191	0
ENSG00000141258	43561	22505
ENSG00000274758	203	0
ENSG00000263345	4246	0
ENSG00000070444	17032	2854
ENSG00000262456	1818	0
ENSG00000127804	106330	3022
ENSG00000279872	234	0
ENSG00000280280	112	0
ENSG00000243049	342	0
ENSG00000262953	1537	4
ENSG00000007168	92406	4090
ENSG00000262480	661	0
ENSG00000279432	3122	0
ENSG00000239884	279	0
ENSG00000272770	1784	0
ENSG00000272911	488	6
ENSG00000132361	23278	22971
ENSG00000273606	59	0
ENSG00000262050	525	11
ENSG00000277200	3147	87
ENSG00000261963	25094	72
ENSG00000221200	105	0
ENSG00000272920	105	0
ENSG00000132359	282037	5175
ENSG00000262884	3648	0
ENSG00000262628	939	3
ENSG00000184166	15939	2
ENSG00000142163	948	0
ENSG00000183024	998	0
ENSG00000261848	42063	27
ENSG00000262085	994	0
ENSG00000172150	930	0
ENSG00000172146	11358	6
ENSG00000255095	5912	4
ENSG00000262106	931	0
ENSG00000221882	109376	143
ENSG00000180090	7344	0
ENSG00000180068	1461	0
ENSG00000285760	717	0
ENSG00000267129	76	0
ENSG00000180042	945	0
ENSG00000180016	1307	1
ENSG00000159961	12701	14
ENSG00000127780	972	0
ENSG00000280268	1922	0
ENSG00000141255	73834	59
ENSG00000108381	31032	0
ENSG00000167723	47311	36
ENSG00000196689	43968	537
ENSG00000263338	899	0
ENSG00000262304	51101	4
ENSG00000261916	512	0
ENSG00000197417	28011	0
ENSG00000262248	658	0
ENSG00000040531	26645	2230
ENSG00000262903	2472	0
ENSG00000213977	5785	91
ENSG00000257950	33132	31
ENSG00000240898	483	0
ENSG00000127774	857	0
ENSG00000083454	24042	0
ENSG00000083457	86561	462
ENSG00000262692	861	0
ENSG00000177602	2797	0
ENSG00000262358	1133	0
ENSG00000074356	44089	2647
ENSG00000004660	34577	1548
ENSG00000108405	19885	62
ENSG00000074370	40595	8189
ENSG00000263312	4797	4
ENSG00000074755	138586	7181
ENSG00000252456	121	0
ENSG00000167740	44143	2174
ENSG00000185722	100175	1446
ENSG00000263165	804	0
ENSG00000251812	99	0
ENSG00000263219	1738	0
ENSG00000274363	740	10
ENSG00000132388	97370	3300
ENSG00000261868	1327	0
ENSG00000263882	290	0
ENSG00000182557	54269	833
ENSG00000262823	4388	0
ENSG00000229782	2281	33
ENSG00000183018	40155	4133
ENSG00000132382	16735	10205
ENSG00000167741	3892	5052
ENSG00000262921	6009	26
ENSG00000262519	310	8
ENSG00000188176	24321	41
ENSG00000261863	7202	8
ENSG00000222429	104	0
ENSG00000161905	11376	557
ENSG00000141456	34564	5057
ENSG00000235085	23002	0
ENSG00000244184	1300	13
ENSG00000213939	402	0
ENSG00000141480	10904	2349
ENSG00000161920	2181	277
ENSG00000261898	616	0
ENSG00000161921	6398	5646
ENSG00000141497	6287	788
ENSG00000142484	11330	11
ENSG00000182853	1149	38
ENSG00000280254	2106	186
ENSG00000182327	1626	335
ENSG00000142507	2359	1610
ENSG00000262165	5855	30
ENSG00000129219	16283	8057
ENSG00000141503	64722	18608
ENSG00000230201	618	0
ENSG00000264113	342	0
ENSG00000108556	36668	550
ENSG00000205710	3517	0
ENSG00000185245	2747	26
ENSG00000108528	2924	2993
ENSG00000108523	5215	3949
ENSG00000108518	3410	7147
ENSG00000108515	9040	571
ENSG00000091640	8592	1548
ENSG00000108509	19684	7692
ENSG00000262429	828	0
ENSG00000274300	70	0
ENSG00000278517	65	0
ENSG00000234203	1831	0
ENSG00000262678	859	0
ENSG00000262227	741	32
ENSG00000196388	9481	915
ENSG00000129250	30452	22274
ENSG00000227495	880	0
ENSG00000132517	19410	124
ENSG00000262495	1768	5
ENSG00000262693	2436	1
ENSG00000180787	17908	345
ENSG00000167840	17576	360
ENSG00000234327	3537	0
ENSG00000129204	59003	388
ENSG00000262855	271	0
ENSG00000180626	12334	441
ENSG00000261879	56156	688
ENSG00000161929	25941	0
ENSG00000263164	1036	0
ENSG00000029725	104076	4492
ENSG00000108559	58714	1482
ENSG00000263220	7312	0
ENSG00000129197	13236	366
ENSG00000263272	7738	0
ENSG00000108561	16054	1296
ENSG00000005100	28066	689
ENSG00000262099	1269	2
ENSG00000072849	15558	1121
ENSG00000167842	4530	382
ENSG00000091592	119998	2329
ENSG00000286190	1707	0
ENSG00000282980	498	0
ENSG00000286356	3831	1
ENSG00000262961	797	0
ENSG00000284837	158463	2
ENSG00000285471	307867	54
ENSG00000179314	66621	309
ENSG00000262231	26649	9
ENSG00000206618	107	0
ENSG00000262609	816	0
ENSG00000285593	1248	1
ENSG00000129221	41507	23
ENSG00000262818	580	0
ENSG00000129195	7029	159
ENSG00000091622	105293	2006
ENSG00000274860	282	0
ENSG00000198920	62565	1287
ENSG00000200914	108	0
ENSG00000282936	11838	0
ENSG00000129235	3557	257
ENSG00000108590	8324	313
ENSG00000256806	41441	126
ENSG00000261996	1546	0
ENSG00000264468	70	0
ENSG00000283301	54	0
ENSG00000274114	36544	0
ENSG00000141485	28659	21
ENSG00000262990	294	0
ENSG00000244283	471	0
ENSG00000132530	20201	1008
ENSG00000279296	3286	6
ENSG00000177294	20887	27
ENSG00000167858	42629	24
ENSG00000262943	100247	118
ENSG00000215067	137299	37
ENSG00000262503	720	0
ENSG00000263316	24863	0
ENSG00000267047	33921	0
ENSG00000262089	548	0
ENSG00000108839	14706	0
ENSG00000219200	2116	0
ENSG00000161939	4886	0
ENSG00000258315	3031	0
ENSG00000267532	3842	28
ENSG00000284112	87	0
ENSG00000284027	112	0
ENSG00000161940	7241	976
ENSG00000174327	4103	428
ENSG00000174326	2472	484
ENSG00000262067	271	0
ENSG00000132514	5771	287
ENSG00000161944	14379	26
ENSG00000213876	663	17
ENSG00000141505	6134	59
ENSG00000132535	32655	2156
ENSG00000279812	154	0
ENSG00000072778	8142	26983
ENSG00000199053	83	0
ENSG00000004975	9176	4727
ENSG00000040633	4694	2557
ENSG00000170296	2442	4
ENSG00000262526	4209	0
ENSG00000279641	1615	0
ENSG00000175826	8901	1850
ENSG00000262302	15261	4
ENSG00000170291	8525	0
ENSG00000181885	4081	1344
ENSG00000202251	112	0
ENSG00000181856	6540	619
ENSG00000263342	1125	0
ENSG00000006047	6377	722
ENSG00000132507	5465	4301
ENSG00000132522	4241	3
ENSG00000261915	6514	6
ENSG00000215041	13766	4058
ENSG00000224647	4962	33
ENSG00000072818	14949	1489
ENSG00000213859	3056	379
ENSG00000263171	2258	0
ENSG00000182896	2097	2
ENSG00000174292	9241	2774
ENSG00000187838	5116	0
ENSG00000262481	14364	58
ENSG00000205544	1123	0
ENSG00000169992	14987	3800
ENSG00000262880	23979	10
ENSG00000181323	1309	0
ENSG00000184560	1953	0
ENSG00000283439	3964	0
ENSG00000286007	7418	0
ENSG00000181284	2245	0
ENSG00000262624	967	0
ENSG00000161958	6665	0
ENSG00000263301	4169	0
ENSG00000272884	6461	0
ENSG00000170175	12650	338
ENSG00000174282	24898	17703
ENSG00000259224	2165	0
ENSG00000181222	30251	19691
ENSG00000201489	101	0
ENSG00000239697	8833	1
ENSG00000248871	12503	8
ENSG00000276384	426	0
ENSG00000161955	3317	0
ENSG00000161956	10051	482
ENSG00000277957	15429	24
ENSG00000161960	6301	0
ENSG00000264772	9199	10
ENSG00000209582	135	0
ENSG00000238917	142	0
ENSG00000277985	137	0
ENSG00000129226	2621	5
ENSG00000233223	2123	499
ENSG00000129255	9261	1828
ENSG00000129194	1917	0
ENSG00000129245	23668	3914
ENSG00000129214	19437	49
ENSG00000141504	1643	0
ENSG00000129244	11144	304
ENSG00000141510	25772	4024
ENSG00000141499	17432	534
ENSG00000108947	6171	1511
ENSG00000183914	116391	669
ENSG00000240480	657	0
ENSG00000132510	14893	5267
ENSG00000167874	1034	320
ENSG00000183011	28554	1165
ENSG00000182224	4537	0
ENSG00000280046	7141	0
ENSG00000170004	27965	27233
ENSG00000252835	139	0
ENSG00000179859	2953	168
ENSG00000170049	7945	175
ENSG00000262730	4692	13
ENSG00000170043	1779	2348
ENSG00000170037	17820	4361
ENSG00000262492	755	26
ENSG00000132518	17728	451
ENSG00000279174	3052	0
ENSG00000179593	10101	205251
ENSG00000263427	1397	71
ENSG00000275011	8598	222
ENSG00000179477	15081	70
ENSG00000214999	2084	0
ENSG00000264005	92	0
ENSG00000179148	23148	43
ENSG00000179111	3515	11
ENSG00000179094	16035	11805
ENSG00000284117	78	0
ENSG00000263620	12160	6
ENSG00000220205	4398	4
ENSG00000179029	3943	291
ENSG00000200463	134	0
ENSG00000266824	6001	20
ENSG00000283160	60	0
ENSG00000196544	1836	699
ENSG00000279152	756	0
ENSG00000271002	315	3
ENSG00000178999	5868	203
ENSG00000178977	3402	181
ENSG00000178971	23242	3544
ENSG00000178921	22874	3582
ENSG00000269947	674	23
ENSG00000125434	7638	980
ENSG00000108961	1439	0
ENSG00000271029	712	238
ENSG00000198844	12274	2257
ENSG00000226871	625	0
ENSG00000212206	137	1
ENSG00000266279	1062	0
ENSG00000184650	6209	9
ENSG00000184619	19803	319
ENSG00000265749	15766	0
ENSG00000263809	14550	1
ENSG00000161970	5698	1
ENSG00000189051	7123	58
ENSG00000166579	77281	1939
ENSG00000133026	156555	5007
ENSG00000252363	64	0
ENSG00000270606	492	0
ENSG00000244604	347	0
ENSG00000161973	15285	6
ENSG00000183318	5454	1
ENSG00000185156	2256	134
ENSG00000276231	64956	143
ENSG00000141506	86802	683
ENSG00000266389	1175	15
ENSG00000265975	9473	25
ENSG00000065320	222491	3504
ENSG00000262966	8051	0
ENSG00000273816	232	9
ENSG00000170310	326121	2611
ENSG00000263708	22478	0
ENSG00000225751	17818	0
ENSG00000262815	2681	0
ENSG00000263051	1244	0
ENSG00000271851	2374	0
ENSG00000166596	66821	115
ENSG00000241654	581	0
ENSG00000265349	6558	13
ENSG00000154914	84990	1227
ENSG00000262296	641	0
ENSG00000282882	40915	3
ENSG00000184544	19864	0
ENSG00000278944	17629	0
ENSG00000214978	19686	4
ENSG00000283025	5605	0
ENSG00000065325	69894	68
ENSG00000265593	559	0
ENSG00000109047	8952	89
ENSG00000007237	287943	9389
ENSG00000242692	471	80
ENSG00000273388	26107	33
ENSG00000006788	72266	213
ENSG00000264067	21067	0
ENSG00000272736	154731	0
ENSG00000272975	240743	61
ENSG00000133020	31629	0
ENSG00000264424	26270	0
ENSG00000109061	26236	0
ENSG00000125414	28553	0
ENSG00000214970	43997	0
ENSG00000109063	28784	324
ENSG00000261433	541	13
ENSG00000133028	25902	1224
ENSG00000263388	3255	0
ENSG00000170222	13965	4
ENSG00000187824	31009	792
ENSG00000264176	510	0
ENSG00000285220	151119	29
ENSG00000263400	85388	0
ENSG00000264016	27833	0
ENSG00000240813	991	0
ENSG00000266114	2927	0
ENSG00000284876	43189	0
ENSG00000263429	9187	0
ENSG00000279542	343	0
ENSG00000233670	15618	0
ENSG00000263508	36222	0
ENSG00000207242	106	0
ENSG00000244753	928	0
ENSG00000243346	293	0
ENSG00000285541	44180	25
ENSG00000188803	322851	1693
ENSG00000264727	2607	0
ENSG00000007174	371279	258
ENSG00000263684	6944	0
ENSG00000266368	23706	27
ENSG00000154957	20037	395
ENSG00000241185	23156	14
ENSG00000065559	123002	2551
ENSG00000252707	142	0
ENSG00000266297	98	0
ENSG00000263648	339	0
ENSG00000265400	13668	5
ENSG00000286617	4440	2
ENSG00000179136	93091	20
ENSG00000287462	36217	0
ENSG00000141052	103060	73
ENSG00000227274	34274	0
ENSG00000265489	30103	8
ENSG00000006740	202146	1121
ENSG00000265503	75	0
ENSG00000280168	802	0
ENSG00000277621	390	0
ENSG00000263707	462	0
ENSG00000006744	26454	5585
ENSG00000273098	5245	0
ENSG00000234634	7588	2
ENSG00000153976	107898	124
ENSG00000221698	118	0
ENSG00000236088	313922	1654
ENSG00000265494	1982	0
ENSG00000233852	7875	0
ENSG00000266744	9205	0
ENSG00000141028	975	0
ENSG00000006695	162247	990
ENSG00000252305	180	0
ENSG00000223510	1190	34
ENSG00000262786	2089	0
ENSG00000125430	48324	201
ENSG00000266709	1652	0
ENSG00000266378	2140	0
ENSG00000230647	47334	20
ENSG00000230897	459	156
ENSG00000226130	3958	3
ENSG00000205325	13104	2
ENSG00000238212	122660	38
ENSG00000226156	458	0
ENSG00000232058	37472	13
ENSG00000259944	983	0
ENSG00000287307	42431	22
ENSG00000265163	951	0
ENSG00000109099	35550	3771
ENSG00000265110	70	0
ENSG00000279660	1329	0
ENSG00000265445	4693	1
ENSG00000286792	44913	15
ENSG00000230971	4830	0
ENSG00000237377	2916	0
ENSG00000125409	37822	62
ENSG00000200437	107	0
ENSG00000279567	555	0
ENSG00000266667	38015	52
ENSG00000239888	305	0
ENSG00000239704	67594	0
ENSG00000259024	127541	17
ENSG00000234324	553	0
ENSG00000175106	61332	0
ENSG00000223878	489	0
ENSG00000266538	317	0
ENSG00000241322	54222	13
ENSG00000251537	80163	36
ENSG00000252129	180	0
ENSG00000223544	233	0
ENSG00000221926	56352	382
ENSG00000266261	2900	0
ENSG00000108452	168	0
ENSG00000187607	21211	0
ENSG00000255104	45087	30
ENSG00000233966	669	0
ENSG00000214946	16946	0
ENSG00000233002	14170	0
ENSG00000267227	613	0
ENSG00000233193	2156	0
ENSG00000227255	962	0
ENSG00000235430	2710	6
ENSG00000251829	115	1
ENSG00000227018	1020	11
ENSG00000179277	958	779
ENSG00000265519	419	235
ENSG00000276855	690	376
ENSG00000233090	184	6
ENSG00000237057	41756	8
ENSG00000227790	79264	45
ENSG00000170425	30830	256
ENSG00000214941	23158	1078
ENSG00000011295	45232	3417
ENSG00000275413	331	0
ENSG00000141027	189029	14602
ENSG00000227782	802	0
ENSG00000243686	341	0
ENSG00000233979	340	0
ENSG00000252383	104	0
ENSG00000199674	105	0
ENSG00000239221	320	0
ENSG00000108474	134607	2081
ENSG00000221355	75	0
ENSG00000166582	11123	57
ENSG00000170315	1948	5015
ENSG00000265401	518	0
ENSG00000265095	449	4
ENSG00000264739	2166	3
ENSG00000187688	21433	600
ENSG00000239203	1246	0
ENSG00000175061	39912	1363
ENSG00000277108	72	0
ENSG00000277370	71	0
ENSG00000266651	474	0
ENSG00000277512	73	0
ENSG00000181350	50617	34
ENSG00000286743	3459	1
ENSG00000141040	22251	259
ENSG00000266803	1285	0
ENSG00000235554	1034	223
ENSG00000197566	33123	175
ENSG00000264765	884	0
ENSG00000264359	1012	0
ENSG00000231458	790	8
ENSG00000170160	88345	0
ENSG00000266302	114193	1415
ENSG00000252446	110	0
ENSG00000276088	303	0
ENSG00000226478	1126	0
ENSG00000188933	17967	0
ENSG00000266129	907	0
ENSG00000272815	28484	10
ENSG00000264673	987	0
ENSG00000288235	1623	0
ENSG00000264729	1081	0
ENSG00000264892	205	0
ENSG00000226145	4597	628
ENSG00000227300	2832	383
ENSG00000131885	4987	671
ENSG00000205312	5143	2
ENSG00000229749	375	0
ENSG00000283033	3078	1
ENSG00000265853	232	0
ENSG00000128438	11925	3
ENSG00000240505	42303	19
ENSG00000230709	5355	2
ENSG00000230969	1849	0
ENSG00000260328	3077	11
ENSG00000287114	6698	7
ENSG00000287910	8775	8
ENSG00000133030	175135	14833
ENSG00000225442	1715	0
ENSG00000263624	17609	0
ENSG00000206859	107	0
ENSG00000243370	336	0
ENSG00000278864	1754	0
ENSG00000179598	5339	0
ENSG00000264187	34537	1
ENSG00000154803	24977	0
ENSG00000266498	686	0
ENSG00000226359	877	5
ENSG00000141030	34658	1275
ENSG00000205309	44329	367
ENSG00000215030	636	2964
ENSG00000227158	1024	5
ENSG00000230865	833	9
ENSG00000201741	79	0
ENSG00000141026	16228	1117
ENSG00000108551	1959	945
ENSG00000286430	8262	5
ENSG00000133027	86146	2653
ENSG00000265511	958	0
ENSG00000206730	109	0
ENSG00000264666	19058	92
ENSG00000279200	1703	4
ENSG00000223979	3663	6
ENSG00000273948	157	0
ENSG00000274836	161	0
ENSG00000108557	129996	12717
ENSG00000237328	11668	0
ENSG00000226746	2844	0
ENSG00000264167	1314	0
ENSG00000072310	26613	79902
ENSG00000274111	66	0
ENSG00000207839	96	0
ENSG00000175662	128912	20370
ENSG00000197815	1815	0
ENSG00000171962	44077	48
ENSG00000171953	61801	1032
ENSG00000230273	381	0
ENSG00000232344	1180	0
ENSG00000280198	700	0
ENSG00000141034	28998	647
ENSG00000108591	20079	2620
ENSG00000279428	3130	8
ENSG00000091536	71097	415
ENSG00000266677	12129	5
ENSG00000091542	26877	4608
ENSG00000131899	19241	6750
ENSG00000177731	13924	19677
ENSG00000177427	5956	2590
ENSG00000260647	749	28
ENSG00000177302	43580	2502
ENSG00000228000	748	0
ENSG00000237382	774	0
ENSG00000176994	12764	2977
ENSG00000176974	35704	2598
ENSG00000283772	73	0
ENSG00000214860	11870	8
ENSG00000264177	9130	0
ENSG00000267441	589	0
ENSG00000275206	171	0
ENSG00000204471	7482	4
ENSG00000220161	3222	37
ENSG00000205266	9370	10
ENSG00000266162	112	0
ENSG00000186831	4988	980
ENSG00000214856	10845	325
ENSG00000229526	25677	239
ENSG00000227919	108	0
ENSG00000267492	166	0
ENSG00000230662	2665	0
ENSG00000171916	18209	111
ENSG00000167494	9219	3
ENSG00000273018	40485	828
ENSG00000233327	14669	0
ENSG00000227689	905	0
ENSG00000154874	87818	1699
ENSG00000227077	210	0
ENSG00000276532	303	0
ENSG00000189375	10181	0
ENSG00000262262	352	0
ENSG00000287058	23090	210
ENSG00000174977	1348	0
ENSG00000249459	23800	840
ENSG00000240445	14634	0
ENSG00000224126	497	0
ENSG00000108448	38121	1149
ENSG00000265693	130	0
