GeneID	Length	sixth.sorted.bam
ENSG00000260202	37410	3
ENSG00000276638	558	0
ENSG00000125815	4910	0
ENSG00000204663	22873	8
ENSG00000204662	2889	1
ENSG00000101435	3753	0
ENSG00000204658	2866	1
ENSG00000173335	3508	5
ENSG00000101439	11768	8086
ENSG00000270001	491	0
ENSG00000225056	1166	2
ENSG00000286117	18738	4
ENSG00000101441	3401	0
ENSG00000232595	87	0
ENSG00000286270	22936	6
ENSG00000170373	3716	0
ENSG00000277975	3385	0
ENSG00000230908	7892	3
ENSG00000170369	2961	2
ENSG00000170367	3815	124
ENSG00000228476	10417	0
ENSG00000236168	150	0
ENSG00000149435	3730	40
ENSG00000167390	1163	8
ENSG00000230133	162759	45
ENSG00000236151	1797	0
ENSG00000200231	144	0
ENSG00000232200	20502	0
ENSG00000234069	924	0
ENSG00000101463	196988	120
ENSG00000228539	10874	0
ENSG00000231015	1445	0
ENSG00000274173	1144	261
ENSG00000077984	10660	78
ENSG00000101474	29827	6736
ENSG00000207355	110	0
ENSG00000286444	1011	0
ENSG00000154930	52751	5164
ENSG00000275358	630	1
ENSG00000100987	11481	12
ENSG00000225069	824	36
ENSG00000230725	9721	1
ENSG00000225344	895	0
ENSG00000286472	3192	34
ENSG00000197586	32383	7796
ENSG00000202414	101	0
ENSG00000279322	288	0
ENSG00000277938	2784	73
ENSG00000274414	6223	122
ENSG00000100994	49928	19598
ENSG00000274507	297	0
ENSG00000276952	674	0
ENSG00000100997	96094	2954
ENSG00000227379	492	0
ENSG00000101003	44956	213
ENSG00000101004	132835	1778
ENSG00000251883	71	0
ENSG00000170191	11080	211
ENSG00000213742	64988	328
ENSG00000242236	287	0
ENSG00000236542	530	0
ENSG00000130684	23659	256
ENSG00000278383	466	0
ENSG00000226465	55774	186
ENSG00000230772	830	0
ENSG00000175170	105842	912
ENSG00000275048	367	0
ENSG00000250090	848	0
ENSG00000274973	366	0
ENSG00000228593	183	0
ENSG00000226203	13494	3
ENSG00000125804	101708	555
ENSG00000231081	1741	0
ENSG00000287569	1452	0
ENSG00000204556	1853	0
ENSG00000277508	364	0
ENSG00000240108	10613	27
ENSG00000230440	1312	0
ENSG00000287211	52209	4
ENSG00000227195	83730	44
ENSG00000238129	8484	0
ENSG00000284419	93	0
ENSG00000282826	38994	400
ENSG00000282870	22372	81
ENSG00000283568	152	0
ENSG00000283069	756	0
ENSG00000282949	357	3
ENSG00000282894	958	0
ENSG00000282935	1253	3
ENSG00000282842	1648	1
ENSG00000283123	484	0
ENSG00000282968	2191	14
ENSG00000282911	790	6
ENSG00000282995	17033	78
ENSG00000287889	11045	11
ENSG00000283592	112	0
ENSG00000282921	199	0
ENSG00000283291	152	0
ENSG00000283005	1910	27
ENSG00000283433	119	4
ENSG00000283020	728	16
ENSG00000204555	212	1
ENSG00000205611	11051	16
ENSG00000286483	1118	0
ENSG00000287288	17931	25
ENSG00000200325	112	0
ENSG00000231934	38910	75
ENSG00000149531	21886	579
ENSG00000238151	262	6
ENSG00000275877	152	0
ENSG00000283443	5870	1
ENSG00000277112	67900	152
ENSG00000274385	107	0
ENSG00000275305	119	0
ENSG00000215547	1969	0
ENSG00000215546	698	0
ENSG00000224628	1519	61
ENSG00000215545	5374	0
ENSG00000237929	660	0
ENSG00000236121	3101	0
ENSG00000252649	109	0
ENSG00000212717	141	0
ENSG00000131068	5323	2
ENSG00000212134	128	0
ENSG00000180483	13427	6
ENSG00000204548	7994	1
ENSG00000204547	7745	36
ENSG00000180424	9626	4
ENSG00000180383	11252	137
ENSG00000088320	9608	97
ENSG00000233354	1797	10
ENSG00000101294	63514	5696
ENSG00000274364	364	0
ENSG00000101898	670	0
ENSG00000235313	911	0
ENSG00000230613	5557	0
ENSG00000278276	325	1
ENSG00000201770	104	0
ENSG00000125968	1233	113
ENSG00000264395	55	0
ENSG00000131055	7095	49
ENSG00000171552	59538	5784
ENSG00000236559	30610	0
ENSG00000281376	1903	0
ENSG00000088325	62535	388
ENSG00000230801	247	0
ENSG00000101306	15382	5
ENSG00000179772	1302	1
ENSG00000149599	23111	160
ENSG00000131044	74262	89
ENSG00000199497	173	0
ENSG00000088356	7710	562
ENSG00000260903	35237	6
ENSG00000278012	651	0
ENSG00000226239	25921	1
ENSG00000252623	122	0
ENSG00000101331	21743	73
ENSG00000212571	118	0
ENSG00000101336	49669	502
ENSG00000101337	57545	6087
ENSG00000275576	459	0
ENSG00000224452	401	8
ENSG00000235217	4051	1074
ENSG00000126003	15240	1522
ENSG00000101346	30779	4897
ENSG00000284125	53	0
ENSG00000287850	2394	5
ENSG00000101350	57361	3837
ENSG00000277692	682	9
ENSG00000171456	80990	6567
ENSG00000197183	142016	2992
ENSG00000236772	3853	0
ENSG00000286311	1871	0
ENSG00000277301	10327	0
ENSG00000233293	12796	0
ENSG00000204393	43902	13
ENSG00000228156	11938	0
ENSG00000198547	42317	2
ENSG00000285382	111385	568
ENSG00000175730	636	0
ENSG00000149600	41307	1
ENSG00000088305	46972	216
ENSG00000101367	30452	710
ENSG00000260536	11130	79
ENSG00000260257	2131	80
ENSG00000215529	102687	75
ENSG00000167098	20661	2
ENSG00000078898	16000	85
ENSG00000167104	12400	1
ENSG00000214245	636	0
ENSG00000186190	18205	0
ENSG00000186191	32108	7
ENSG00000131050	19645	7
ENSG00000237662	902	0
ENSG00000183566	16878	2
ENSG00000224876	2148	0
ENSG00000131059	10497	2
ENSG00000198183	7317	0
ENSG00000233106	396	1
ENSG00000125999	36392	44
ENSG00000233146	13101	6
ENSG00000125997	6725	23
ENSG00000101391	42723	1185
ENSG00000101400	35807	2635
ENSG00000078699	159962	3310
ENSG00000275223	723	5
ENSG00000125967	17377	1967
ENSG00000149609	3293	0
ENSG00000182584	2028	0
ENSG00000271803	864	2
ENSG00000101412	10909	510
ENSG00000101417	17562	1659
ENSG00000229188	2898	0
ENSG00000131061	60613	666
ENSG00000230837	377	0
ENSG00000230753	23737	60
ENSG00000101421	43019	3089
ENSG00000214200	1014	2
ENSG00000228958	415	0
ENSG00000285230	13679	174
ENSG00000125970	114663	5913
ENSG00000228386	2781	0
ENSG00000264616	72	0
ENSG00000125977	23935	135
ENSG00000225246	821	32
ENSG00000287853	4216	50
ENSG00000101440	74776	196
ENSG00000214185	2398	0
ENSG00000250917	46334	264
ENSG00000236456	585	0
ENSG00000101444	31535	9160
ENSG00000272945	4835	0
ENSG00000234087	115	1
ENSG00000078747	177508	2934
ENSG00000201498	101	0
ENSG00000234933	548	0
ENSG00000236388	434	0
ENSG00000231795	3623	0
ENSG00000207997	94	0
ENSG00000181741	551	0
ENSG00000277558	583	0
ENSG00000125971	24550	236
ENSG00000206582	97	0
ENSG00000101460	13492	866
ENSG00000101464	138249	1287
ENSG00000231034	291	0
ENSG00000198646	136555	1421
ENSG00000078804	9101	0
ENSG00000286803	66047	0
ENSG00000225336	888	1
ENSG00000131067	28137	4037
ENSG00000131069	55817	8421
ENSG00000100983	27596	1915
ENSG00000078814	46628	629
ENSG00000207635	122	0
ENSG00000283441	73	0
ENSG00000100991	90404	8339
ENSG00000202150	104	0
ENSG00000088298	31973	1044
ENSG00000201151	72	0
ENSG00000101000	44169	621
ENSG00000278367	565	0
ENSG00000200301	118	0
ENSG00000126005	76387	116
ENSG00000229230	177	0
ENSG00000125966	50309	0
ENSG00000279253	1461	0
ENSG00000261582	12159	21
ENSG00000242372	6075	1730
ENSG00000235214	506	0
ENSG00000125998	6695	0
ENSG00000101019	109466	2620
ENSG00000204183	2422	0
ENSG00000125965	21400	35
ENSG00000221763	144	0
ENSG00000126001	64117	2645
ENSG00000230155	14780	0
ENSG00000242507	7404	2
ENSG00000125975	6467	0
ENSG00000125991	15614	12970
ENSG00000224497	318	0
ENSG00000088340	48826	330
ENSG00000227401	284	0
ENSG00000061656	5266	131
ENSG00000214078	38926	6606
ENSG00000272897	42205	3
ENSG00000222460	320	0
ENSG00000252549	103	0
ENSG00000244462	16032	0
ENSG00000244005	31304	951
ENSG00000125995	1713	152
ENSG00000131051	40966	6606
ENSG00000225357	906	11
ENSG00000283527	83	0
ENSG00000025293	178397	4443
ENSG00000234274	242	0
ENSG00000199676	113	0
ENSG00000219608	258	0
ENSG00000201221	143	0
ENSG00000207053	106	0
ENSG00000171222	5856	554
ENSG00000149646	76137	77
ENSG00000260032	5401	17567
ENSG00000234139	34213	47
ENSG00000277235	321	0
ENSG00000231470	584	0
ENSG00000237063	1941	3
ENSG00000088367	141296	7996
ENSG00000232406	8427	0
ENSG00000278035	447	15
ENSG00000131043	34460	2777
ENSG00000080845	222302	3657
ENSG00000232907	65690	137
ENSG00000101335	9951	0
ENSG00000273986	294	0
ENSG00000118707	20463	26
ENSG00000259399	37832	64
ENSG00000101084	6779	28
ENSG00000101082	33879	104
ENSG00000227688	1021	0
ENSG00000101079	94325	1856
ENSG00000202255	112	0
ENSG00000149636	22028	350
ENSG00000149639	86092	9427
ENSG00000242509	304	1
ENSG00000101342	18115	40
ENSG00000101347	61615	2771
ENSG00000080839	99649	578
ENSG00000231241	242	0
ENSG00000226144	454	0
ENSG00000269846	1394	1
ENSG00000101353	78363	275
ENSG00000236159	539	0
ENSG00000118705	63210	11380
ENSG00000118702	10754	6
ENSG00000101363	27623	2140
ENSG00000286240	5224	10
ENSG00000197122	61366	4193
ENSG00000213979	802	36
ENSG00000166619	35460	3972
ENSG00000053438	2485	0
ENSG00000276603	419	0
ENSG00000235044	505	23
ENSG00000274469	20391	6
ENSG00000228234	334	0
ENSG00000225759	3822	1
ENSG00000204117	6346	5
ENSG00000132792	178175	1644
ENSG00000132821	42240	198
ENSG00000199683	326	4
ENSG00000101407	50455	1819
ENSG00000101413	94056	1932
ENSG00000264767	287	0
ENSG00000277550	1438	0
ENSG00000198959	39194	5714
ENSG00000149633	50270	2400
ENSG00000277829	549	0
ENSG00000285144	44184	0
ENSG00000285347	33718	0
ENSG00000285100	3243	0
ENSG00000206249	38206	2
ENSG00000101425	33356	26
ENSG00000129988	30532	125
ENSG00000275285	4355	25
ENSG00000224635	11905	66
ENSG00000275401	720	1
ENSG00000196756	15772	867
ENSG00000277034	128	0
ENSG00000235408	272	0
ENSG00000225091	134	0
ENSG00000201512	134	0
ENSG00000200354	134	0
ENSG00000201811	134	0
ENSG00000174365	4598	379
ENSG00000274309	132	0
ENSG00000199266	134	0
ENSG00000170471	106044	3272
ENSG00000275453	70	0
ENSG00000231307	701	0
ENSG00000182035	7269	4
ENSG00000124143	49102	1891
ENSG00000213959	564	0
ENSG00000277965	283	0
ENSG00000101438	4887	1
ENSG00000101442	24061	630
ENSG00000199691	315	0
ENSG00000101445	117328	1946
ENSG00000240474	305	0
ENSG00000101447	26795	130
ENSG00000274825	638	1
ENSG00000261431	187	0
ENSG00000101452	77425	825
ENSG00000277581	522	0
ENSG00000223864	712	0
ENSG00000230324	10972	3
ENSG00000287983	2722	0
ENSG00000224357	911	0
ENSG00000275337	299	1
ENSG00000286083	8228	2
ENSG00000229976	57896	28
ENSG00000234878	318	0
ENSG00000237767	7108	1
ENSG00000233415	12305	0
ENSG00000223410	5317	2
ENSG00000204103	3389	4263
ENSG00000229771	2118	17
ENSG00000286972	41380	20
ENSG00000238908	111	1
ENSG00000222612	190	0
ENSG00000198900	95666	2803
ENSG00000226648	39985	75
ENSG00000124181	59842	9277
ENSG00000276169	56	0
ENSG00000174306	139225	1978
ENSG00000272407	292	0
ENSG00000242748	467	0
ENSG00000263989	298	0
ENSG00000235102	538	0
ENSG00000132793	19663	3797
ENSG00000183798	6857	5722
ENSG00000229398	725	0
ENSG00000124177	216302	6588
ENSG00000235088	2591	0
ENSG00000273951	655	0
ENSG00000232493	501	0
ENSG00000252386	106	0
ENSG00000212224	122	0
ENSG00000225458	72830	128
ENSG00000223651	2267	0
ENSG00000228959	1445	0
ENSG00000196090	1117219	7971
ENSG00000229892	866	0
ENSG00000229042	3159	0
ENSG00000227599	2750	0
ENSG00000223190	284	0
ENSG00000233508	12602	60
ENSG00000240639	304	0
ENSG00000226038	501	37
ENSG00000252193	125	0
ENSG00000237555	400	0
ENSG00000201021	106	0
ENSG00000233711	343	0
ENSG00000206998	102	0
ENSG00000124193	8154	60
ENSG00000288000	83828	96
ENSG00000201372	107	0
ENSG00000185513	61509	1
ENSG00000234271	312	0
ENSG00000277611	29328	83
ENSG00000226143	1561	0
ENSG00000101049	29270	274
ENSG00000282876	588	0
ENSG00000101052	56363	989
ENSG00000215467	769	3
ENSG00000101057	49477	648
ENSG00000124196	839	0
ENSG00000206801	107	0
ENSG00000233277	749	0
ENSG00000124191	154765	255
ENSG00000241229	290	0
ENSG00000149596	80599	4602
ENSG00000287570	1602	0
ENSG00000132823	14833	1206
ENSG00000223891	15121	433
ENSG00000124194	33819	506
ENSG00000197296	8363	1047
ENSG00000101074	14196	3
ENSG00000201363	95	0
ENSG00000226812	7634	1
ENSG00000101076	78897	14
ENSG00000229005	22961	0
ENSG00000233376	1914	0
ENSG00000266151	84	0
ENSG00000168746	29178	16
ENSG00000226243	279	129
ENSG00000124120	18730	1018
ENSG00000132824	25865	5888
ENSG00000168734	92463	1464
ENSG00000196839	32712	197
ENSG00000283440	7048	0
ENSG00000132832	39646	24
ENSG00000244558	51130	46
ENSG00000064205	13666	0
ENSG00000124249	6449	136
ENSG00000276223	560	0
ENSG00000101098	58739	70
ENSG00000277708	615	0
ENSG00000286100	21170	33
ENSG00000166913	22831	9649
ENSG00000101104	48976	1297
ENSG00000025772	18268	75
ENSG00000227477	2609	4
ENSG00000101109	113543	1595
ENSG00000252021	107	0
ENSG00000124134	9914	82
ENSG00000175121	5721	2
ENSG00000168703	1041	2
ENSG00000283142	1271	2
ENSG00000124102	1643	7
ENSG00000124233	2736	0
ENSG00000124157	3086	1
ENSG00000233352	375	0
ENSG00000243995	2464	1
ENSG00000124107	2326	367
ENSG00000124159	15085	26
ENSG00000124232	10985	6
ENSG00000124145	23137	7737
ENSG00000275894	709	0
ENSG00000204070	14862	3
ENSG00000254806	47411	11
ENSG00000124251	35333	0
ENSG00000232880	359	0
ENSG00000244274	4554	0
ENSG00000124155	40851	9520
ENSG00000273555	64	0
ENSG00000277022	13054	0
ENSG00000101443	11780	813
ENSG00000237464	2636	0
ENSG00000237068	854	0
ENSG00000101446	3162	0
ENSG00000243543	5300	0
ENSG00000249139	13467	0
ENSG00000232135	219	0
ENSG00000229900	245	0
ENSG00000101448	7127	0
ENSG00000158901	28174	8
ENSG00000201923	119	0
ENSG00000230860	818	0
ENSG00000180205	23346	7
ENSG00000180305	1458	0
ENSG00000235508	885	6447
ENSG00000180083	21708	11
ENSG00000182931	20367	35
ENSG00000168634	6780	0
ENSG00000266071	79	0
ENSG00000149651	3484	5
ENSG00000226188	551	2
ENSG00000124116	43989	61
ENSG00000168630	155	0
ENSG00000221046	126	0
ENSG00000101457	19474	1091
ENSG00000175063	4382	93
ENSG00000101470	10532	104
ENSG00000124104	9478	2329
ENSG00000101473	15685	1023
ENSG00000277051	311	0
ENSG00000132801	21509	300
ENSG00000168612	4040	886
ENSG00000149634	1147	88
ENSG00000124257	2663	80
ENSG00000064601	8677	3812
ENSG00000271984	726	0
ENSG00000100979	13535	13831
ENSG00000285796	8538	247
ENSG00000100982	13341	5433
ENSG00000198026	23544	4483
ENSG00000235525	827	0
ENSG00000100985	7654	6047
ENSG00000204044	8574	5
ENSG00000124140	38461	10
ENSG00000124160	28972	3373
ENSG00000213820	659	44
ENSG00000101017	11586	536
ENSG00000229957	2834	0
ENSG00000149654	134760	73
ENSG00000080189	18479	4220
ENSG00000273828	33444	6
ENSG00000062598	66936	83
ENSG00000215452	45049	254
ENSG00000283757	41699	99
ENSG00000225849	13514	0
ENSG00000184617	8180	0
ENSG00000198185	13930	718
ENSG00000149635	9709	9
ENSG00000158296	126645	1002
ENSG00000273893	700	0
ENSG00000172315	5080	551
ENSG00000271784	631	4
ENSG00000197496	26699	2679
ENSG00000222874	340	1
ENSG00000235922	542	1
ENSG00000064655	294221	5716
ENSG00000236028	584	0
ENSG00000226769	893	0
ENSG00000239783	372	0
ENSG00000215450	863	0
ENSG00000264901	92	0
ENSG00000101040	147676	6723
ENSG00000267882	2253	0
ENSG00000273451	1006	0
ENSG00000231119	2073	0
ENSG00000224565	20403	17
ENSG00000234075	797	0
ENSG00000202186	104	0
ENSG00000201742	108	0
ENSG00000124151	154991	3283
ENSG00000229853	1173	0
ENSG00000196562	130269	9123
ENSG00000255438	8397	0
ENSG00000238950	76	0
ENSG00000215448	885	0
ENSG00000251770	83	0
ENSG00000238785	76	0
ENSG00000234967	4012	0
ENSG00000228503	582	0
ENSG00000287443	3448	2
ENSG00000237423	13389	5
ENSG00000229522	910	0
ENSG00000286179	14363	4
ENSG00000287335	35027	9
ENSG00000276923	320	0
ENSG00000287107	16576	1
ENSG00000288083	10424	1
ENSG00000286063	43165	8
ENSG00000235621	10753	7
ENSG00000236874	1573	0
ENSG00000274261	3940	0
ENSG00000281365	1107	0
ENSG00000281460	555	0
ENSG00000238452	76	0
ENSG00000124126	203748	11071
ENSG00000286159	2047	0
ENSG00000278231	27771	15
ENSG00000124198	114983	5286
ENSG00000230758	246	4
ENSG00000227431	5706	11
ENSG00000124207	50715	2902
ENSG00000124214	75029	5052
ENSG00000226284	533	0
ENSG00000124228	24783	2112
ENSG00000124201	40481	4165
ENSG00000177410	21423	1290
ENSG00000277830	198	0
ENSG00000209042	89	0
ENSG00000274760	93	0
ENSG00000222365	91	0
ENSG00000277967	87	0
ENSG00000212304	90	0
ENSG00000158445	190904	391
ENSG00000283529	123318	0
ENSG00000124212	64264	6946
ENSG00000158470	80934	4043
ENSG00000276031	299	3
ENSG00000231878	252	2
ENSG00000252540	104	1
ENSG00000197818	79530	2890
ENSG00000237788	1961	0
ENSG00000158480	12139	1476
ENSG00000199490	98	1
ENSG00000269103	284	3
ENSG00000124226	17550	2029
ENSG00000229222	1288	145
ENSG00000206710	107	2
ENSG00000124216	5907	115
ENSG00000231265	789	0
ENSG00000244687	34836	0
ENSG00000124208	72514	4
ENSG00000240849	35481	6
ENSG00000237595	3452	1
ENSG00000234698	5381	4
ENSG00000231742	4868	11
ENSG00000277449	6901	204
ENSG00000172216	1839	2634
ENSG00000224397	35608	153
ENSG00000203999	22780	30
ENSG00000233077	10632	216
ENSG00000244376	294	0
ENSG00000231715	225	2
ENSG00000196396	74921	2897
ENSG00000239742	317	0
ENSG00000201501	102	0
ENSG00000232043	7067	0
ENSG00000208018	94	3
ENSG00000042062	105435	1275
ENSG00000221091	150	0
ENSG00000231302	315	0
ENSG00000234693	16805	0
ENSG00000124171	25216	257
ENSG00000124243	87783	1094
ENSG00000230043	135	0
ENSG00000101126	42522	5928
ENSG00000228663	681	0
ENSG00000259456	14165	25
ENSG00000000419	23689	403
ENSG00000124217	5112	363
ENSG00000232358	10650	2
ENSG00000026559	19452	241
ENSG00000279835	708	0
ENSG00000228820	880	15
ENSG00000101096	175875	2245
ENSG00000266761	73	0
ENSG00000054793	171877	6727
ENSG00000215444	535	0
ENSG00000101115	20191	44
ENSG00000227964	31116	47
ENSG00000252467	105	0
ENSG00000252654	62	0
ENSG00000020256	152646	1522
ENSG00000287511	23796	0
ENSG00000233347	706	0
ENSG00000234948	478420	3298
ENSG00000225785	4156	0
ENSG00000275958	191	0
ENSG00000232465	12670	0
ENSG00000234821	317	0
ENSG00000232294	27738	33
ENSG00000286250	2840	23
ENSG00000232286	4518	14
ENSG00000230636	225	2
ENSG00000182463	522973	9259
ENSG00000199218	333	0
ENSG00000286865	3877	0
ENSG00000223492	10908	0
ENSG00000227705	12477	0
ENSG00000271774	231296	0
ENSG00000231703	15250	0
ENSG00000224530	458	0
ENSG00000259723	51257	34
ENSG00000206959	111	0
ENSG00000197670	23094	50
ENSG00000171940	42843	1954
ENSG00000235415	26237	12
ENSG00000238468	62	0
ENSG00000287886	3070	0
ENSG00000225563	27475	12
ENSG00000241721	306	0
ENSG00000064787	133818	121
ENSG00000236352	2349	0
ENSG00000265595	78	0
ENSG00000019186	20541	939
ENSG00000286587	4716	5
ENSG00000101132	19966	148
ENSG00000286229	36785	19
ENSG00000101134	175577	274
ENSG00000252089	125	0
ENSG00000185834	497	3107
ENSG00000235166	276018	42
ENSG00000224008	6862	0
ENSG00000275923	310	0
ENSG00000287478	137087	9
ENSG00000286006	6056	1
ENSG00000054803	8163	28
ENSG00000222118	122	0
ENSG00000124089	1084	1
ENSG00000235594	1360	0
ENSG00000230843	3194	0
ENSG00000124098	9690	5073
ENSG00000087586	22949	164
ENSG00000101138	13992	1004
ENSG00000087589	48276	157
ENSG00000228601	156	0
ENSG00000022277	50865	909
ENSG00000124091	34434	0
ENSG00000124103	8966	2
ENSG00000280387	1248	0
ENSG00000213714	3275	10
ENSG00000287079	4975	5
ENSG00000225657	21059	14
ENSG00000214541	413	430
ENSG00000087510	9978	5313
ENSG00000252091	102	3
ENSG00000241821	295	3
ENSG00000237000	678	2
ENSG00000231604	1064	3
ENSG00000207158	107	0
ENSG00000231078	1388	0
ENSG00000203266	12106	2
ENSG00000288086	2978	0
ENSG00000280220	1954	0
ENSG00000101144	97889	906
ENSG00000235032	995	0
ENSG00000226308	16202	7
ENSG00000252064	105	0
ENSG00000266666	90	0
ENSG00000231005	151	0
ENSG00000054796	14192	3
ENSG00000101146	27989	884
ENSG00000228995	944	0
ENSG00000256222	1052	0
ENSG00000218018	15923	15
ENSG00000132819	17938	1502
ENSG00000286052	15557	3
ENSG00000124097	636	476
ENSG00000124092	29687	5
ENSG00000124253	7042	679
ENSG00000227297	1506	0
ENSG00000124256	16731	63
ENSG00000124225	63145	3214
ENSG00000278709	2625	15
ENSG00000263453	51	0
ENSG00000203971	3051	0
ENSG00000275852	745	0
ENSG00000225708	3017	0
ENSG00000270411	325	0
ENSG00000124237	10249	4
ENSG00000124227	10159	0
ENSG00000124224	80512	483
ENSG00000124209	57793	1923
ENSG00000124164	61873	3200
ENSG00000198768	56299	2217
ENSG00000231290	104510	593
ENSG00000254620	9557	0
ENSG00000268941	967	12
ENSG00000124222	28274	33
ENSG00000254995	63977	154
ENSG00000215440	30108	290
ENSG00000254419	839	0
ENSG00000237121	43290	10
ENSG00000270279	2488	0
ENSG00000268649	594	9
ENSG00000284040	80	0
ENSG00000216031	88	3
ENSG00000235590	31985	131
ENSG00000268333	2721	0
ENSG00000087460	71475	44622
ENSG00000276859	103	0
ENSG00000276722	114	0
ENSG00000274491	112	0
ENSG00000275069	121	0
ENSG00000225806	25282	0
ENSG00000270951	390	0
ENSG00000285091	65170	59
ENSG00000284985	179	0
ENSG00000101158	13926	5108
ENSG00000101160	12070	10989
ENSG00000101162	7226	25
ENSG00000124172	6871	645
ENSG00000101166	9665	1122
ENSG00000232925	408	0
ENSG00000124203	135733	117
ENSG00000124205	25550	2623
ENSG00000225129	5580	0
ENSG00000230352	3847	1
ENSG00000286309	1614	1
ENSG00000233686	219	0
ENSG00000287752	2099	0
ENSG00000227282	849	0
ENSG00000087495	270203	66
ENSG00000238194	3392	0
ENSG00000238777	62	0
ENSG00000196074	70092	692
ENSG00000196227	14917	660
ENSG00000132825	3643	0
ENSG00000124215	75589	104
ENSG00000176659	17104	35
ENSG00000276093	513	13
ENSG00000228340	565959	3116
ENSG00000207802	94	0
ENSG00000229690	477	0
ENSG00000266140	71	0
ENSG00000265617	64	0
ENSG00000276627	12279	17
ENSG00000261035	2208	1
ENSG00000229755	593	0
ENSG00000229606	4702	0
ENSG00000179242	688357	1178
ENSG00000286232	4303	0
ENSG00000276786	977	0
ENSG00000277270	4763	0
ENSG00000179253	2243	0
ENSG00000225106	16838	0
ENSG00000130699	112342	1558
ENSG00000284193	117	0
ENSG00000235018	528	0
ENSG00000265306	84	0
ENSG00000283078	1608	23
ENSG00000149657	12914	1857
ENSG00000101182	6708	2376
ENSG00000184402	38746	1583
ENSG00000101181	20540	2549
ENSG00000101180	5319	15
ENSG00000130703	64292	2216
ENSG00000130706	6770	2845
ENSG00000226332	894	0
ENSG00000130702	59358	34384
ENSG00000284074	71	0
ENSG00000228812	3486	0
ENSG00000273619	668	56
ENSG00000171858	1418	1608
ENSG00000149679	18654	575
ENSG00000275437	3700	0
ENSG00000130701	17303	1517
ENSG00000233017	19851	16
ENSG00000130700	12499	8
ENSG00000272050	725	0
ENSG00000260542	2188	1
ENSG00000174403	7184	2
ENSG00000174407	20312	2
ENSG00000199017	71	0
ENSG00000284508	102	0
ENSG00000226094	714	0
ENSG00000264490	1918	0
ENSG00000273812	6624	24
ENSG00000232121	1824	0
ENSG00000229882	2091	1
ENSG00000167046	2586	4
ENSG00000101187	43283	849
ENSG00000277496	1807	0
ENSG00000276317	915	0
ENSG00000232803	3706	0
ENSG00000237687	5457	0
ENSG00000101188	53936	9
ENSG00000223669	2782	0
ENSG00000228705	2876	0
ENSG00000101189	5257	601
ENSG00000229873	4961	15
ENSG00000060491	9166	11377
ENSG00000092758	24916	1310
ENSG00000101190	20818	995
ENSG00000233838	249	0
ENSG00000236527	827	1
ENSG00000101191	60215	5654
ENSG00000273759	677	0
ENSG00000101193	10329	3078
ENSG00000101194	16879	399
ENSG00000125533	1109	0
ENSG00000272259	75689	26
ENSG00000125514	2812	0
ENSG00000237119	15853	0
ENSG00000231133	11826	10
ENSG00000274915	118	0
ENSG00000225978	2182	15
ENSG00000287324	988	0
ENSG00000260416	1965	0
ENSG00000286628	7777	1
ENSG00000231977	14107	9
ENSG00000207598	87	0
ENSG00000149658	20711	2153
ENSG00000273821	462	8
ENSG00000101197	4613	34
ENSG00000266463	64	0
ENSG00000101198	31911	32
ENSG00000275620	7638	0
ENSG00000101199	17006	11614
ENSG00000266104	59	0
ENSG00000101203	41666	12
ENSG00000222439	111	0
ENSG00000101204	35179	45
ENSG00000203900	11190	0
ENSG00000075043	72468	87
ENSG00000280936	2287	0
ENSG00000226390	1279	0
ENSG00000101210	11172	550
ENSG00000230226	2825	3
ENSG00000125534	1442	4207
ENSG00000101213	9376	848
ENSG00000125508	6695	490
ENSG00000275812	328	0
ENSG00000125531	8805	208
ENSG00000130589	16154	8576
ENSG00000101216	39500	3508
ENSG00000232442	1598	201
ENSG00000197457	17978	3324
ENSG00000258366	38444	44
ENSG00000026036	39385	127
ENSG00000243509	2033	0
ENSG00000101246	9384	2213
ENSG00000197114	28678	256
ENSG00000273154	30240	111
ENSG00000274501	306	0
ENSG00000203896	2821	0
ENSG00000273047	2129	3
ENSG00000125520	4275	9955
ENSG00000130584	88373	2227
ENSG00000229299	1270	0
ENSG00000231208	8446	0
ENSG00000279610	480	0
ENSG00000268858	3082	678
ENSG00000183260	1491	0
ENSG00000101150	26318	5661
ENSG00000101152	40906	7442
ENSG00000199805	165	0
ENSG00000283206	72	0
ENSG00000216141	72	0
ENSG00000283513	72	0
ENSG00000216195	72	0
ENSG00000275842	72	0
ENSG00000198276	16588	3949
ENSG00000284433	80	0
ENSG00000207554	96	0
ENSG00000280213	3602	5
ENSG00000196700	13227	7527
ENSG00000130590	5893	1469
ENSG00000101161	51969	10363
ENSG00000196421	5619	113
ENSG00000203883	2058	310
ENSG00000171703	22512	2138
ENSG00000237371	282	0
ENSG00000171700	6808	884
ENSG00000274034	56	0
ENSG00000125510	20562	102
ENSG00000171695	980	0
ENSG00000286999	3955	0
ENSG00000196132	139860	57
ENSG00000125522	1352	0
ENSG00000203880	32127	1994
ENSG00000278171	256	0
ENSG00000232852	2812	134
ENSG00000149656	22748	139
ENSG00000274727	555	0
ENSG00000282458	10676	2358
ENSG00000282542	776	0
ENSG00000282798	806	0
ENSG00000282807	941	3
ENSG00000283801	138	0
ENSG00000282591	1524	5
ENSG00000282137	913	0
ENSG00000267310	6903	4
ENSG00000176695	9999	8
ENSG00000267792	328	0
ENSG00000266971	937	0
