GeneID	Length	first.sorted.bam
ENSG00000101464	138249	1455
ENSG00000231034	291	0
ENSG00000198646	136555	1245
ENSG00000078804	9101	0
ENSG00000286803	66047	0
ENSG00000225336	888	2
ENSG00000131067	28137	324
ENSG00000131069	55817	1152
ENSG00000100983	27596	1381
ENSG00000078814	46628	866
ENSG00000207635	122	0
ENSG00000283441	73	0
ENSG00000100991	90404	5270
ENSG00000202150	104	0
ENSG00000088298	31973	500
ENSG00000201151	72	0
ENSG00000101000	44169	225
ENSG00000278367	565	0
ENSG00000200301	118	0
ENSG00000126005	76387	118
ENSG00000229230	177	0
ENSG00000125966	50309	0
ENSG00000279253	1461	0
ENSG00000261582	12159	12
ENSG00000242372	6075	594
ENSG00000235214	506	5
ENSG00000125998	6695	8
ENSG00000101019	109466	1477
ENSG00000204183	2422	0
ENSG00000125965	21400	71
ENSG00000221763	144	0
ENSG00000126001	64117	3977
ENSG00000230155	14780	0
ENSG00000242507	7404	7
ENSG00000125975	6467	3
ENSG00000125991	15614	2937
ENSG00000224497	318	0
ENSG00000088340	48826	716
ENSG00000227401	284	0
ENSG00000061656	5266	250
ENSG00000214078	38926	1754
ENSG00000272897	42205	8
ENSG00000222460	320	0
ENSG00000252549	103	0
ENSG00000244462	16032	0
ENSG00000244005	31304	557
ENSG00000125995	1713	300
ENSG00000131051	40966	4535
ENSG00000225357	906	6
ENSG00000283527	83	0
ENSG00000025293	178397	6658
ENSG00000234274	242	0
ENSG00000199676	113	0
ENSG00000219608	258	0
ENSG00000201221	143	0
ENSG00000207053	106	0
ENSG00000171222	5856	747
ENSG00000149646	76137	176
ENSG00000260032	5401	781
ENSG00000234139	34213	161
ENSG00000277235	321	0
ENSG00000231470	584	0
ENSG00000237063	1941	18
ENSG00000088367	141296	2467
ENSG00000232406	8427	0
ENSG00000278035	447	2
ENSG00000131043	34460	592
ENSG00000080845	222302	2224
ENSG00000232907	65690	111
ENSG00000101335	9951	0
ENSG00000273986	294	0
ENSG00000118707	20463	3
ENSG00000259399	37832	82
ENSG00000101084	6779	20
ENSG00000101082	33879	245
ENSG00000227688	1021	0
ENSG00000101079	94325	1097
ENSG00000202255	112	0
ENSG00000149636	22028	509
ENSG00000149639	86092	4679
ENSG00000242509	304	1
ENSG00000101342	18115	50
ENSG00000101347	61615	655
ENSG00000080839	99649	1513
ENSG00000231241	242	0
ENSG00000226144	454	0
ENSG00000269846	1394	2
ENSG00000101353	78363	232
ENSG00000236159	539	0
ENSG00000118705	63210	2324
ENSG00000118702	10754	27
ENSG00000101363	27623	596
ENSG00000286240	5224	32
ENSG00000197122	61366	4054
ENSG00000213979	802	7
ENSG00000166619	35460	1270
ENSG00000053438	2485	0
ENSG00000276603	419	0
ENSG00000235044	505	66
ENSG00000274469	20391	38
ENSG00000228234	334	2
ENSG00000225759	3822	7
ENSG00000204117	6346	17
ENSG00000132792	178175	1081
ENSG00000132821	42240	85
ENSG00000199683	326	4
ENSG00000101407	50455	715
ENSG00000101413	94056	815
ENSG00000264767	287	0
ENSG00000277550	1438	0
ENSG00000198959	39194	648
ENSG00000149633	50270	711
ENSG00000277829	549	0
ENSG00000285144	44184	0
ENSG00000285347	33718	0
ENSG00000285100	3243	0
ENSG00000206249	38206	1
ENSG00000101425	33356	11
ENSG00000129988	30532	57
ENSG00000275285	4355	11
ENSG00000224635	11905	241
ENSG00000275401	720	6
ENSG00000196756	15772	717
ENSG00000277034	128	0
ENSG00000235408	272	0
ENSG00000225091	134	0
ENSG00000201512	134	0
ENSG00000200354	134	0
ENSG00000201811	134	0
ENSG00000174365	4598	261
ENSG00000274309	132	0
ENSG00000199266	134	0
ENSG00000170471	106044	2334
ENSG00000275453	70	0
ENSG00000231307	701	0
ENSG00000182035	7269	15
ENSG00000124143	49102	87
ENSG00000213959	564	0
ENSG00000277965	283	0
ENSG00000101438	4887	0
ENSG00000101442	24061	349
ENSG00000199691	315	0
ENSG00000101445	117328	863
ENSG00000240474	305	0
ENSG00000101447	26795	192
ENSG00000274825	638	5
ENSG00000261431	187	1
ENSG00000101452	77425	563
ENSG00000277581	522	0
ENSG00000223864	712	0
ENSG00000230324	10972	6
ENSG00000287983	2722	7
ENSG00000224357	911	1
ENSG00000275337	299	1
ENSG00000286083	8228	2
ENSG00000229976	57896	155
ENSG00000234878	318	0
ENSG00000237767	7108	5
ENSG00000233415	12305	18
ENSG00000223410	5317	3
ENSG00000204103	3389	333
ENSG00000229771	2118	3
ENSG00000286972	41380	40
ENSG00000238908	111	0
ENSG00000222612	190	0
ENSG00000198900	95666	3136
ENSG00000226648	39985	58
ENSG00000124181	59842	4153
ENSG00000276169	56	0
ENSG00000174306	139225	1014
ENSG00000272407	292	0
ENSG00000242748	467	0
ENSG00000263989	298	0
ENSG00000235102	538	0
ENSG00000132793	19663	1442
ENSG00000183798	6857	6
ENSG00000229398	725	1
ENSG00000124177	216302	5397
ENSG00000235088	2591	0
ENSG00000273951	655	0
ENSG00000232493	501	0
ENSG00000252386	106	1
ENSG00000212224	122	1
ENSG00000225458	72830	48
ENSG00000223651	2267	0
ENSG00000228959	1445	0
ENSG00000196090	1117219	1345
ENSG00000229892	866	0
ENSG00000229042	3159	0
ENSG00000227599	2750	0
ENSG00000223190	284	0
ENSG00000233508	12602	4
ENSG00000240639	304	0
ENSG00000226038	501	45
ENSG00000252193	125	0
ENSG00000237555	400	0
ENSG00000201021	106	0
ENSG00000233711	343	2
ENSG00000206998	102	1
ENSG00000124193	8154	6
ENSG00000288000	83828	529
ENSG00000201372	107	0
ENSG00000185513	61509	0
ENSG00000234271	312	0
ENSG00000277611	29328	77
ENSG00000226143	1561	0
ENSG00000101049	29270	246
ENSG00000282876	588	1
ENSG00000101052	56363	720
ENSG00000215467	769	17
ENSG00000101057	49477	1944
ENSG00000124196	839	3
ENSG00000206801	107	1
ENSG00000233277	749	2
ENSG00000124191	154765	483
ENSG00000241229	290	0
ENSG00000149596	80599	117
ENSG00000287570	1602	0
ENSG00000132823	14833	346
ENSG00000223891	15121	98
ENSG00000124194	33819	303
ENSG00000197296	8363	167
ENSG00000101074	14196	15
ENSG00000201363	95	0
ENSG00000226812	7634	4
ENSG00000101076	78897	42
ENSG00000229005	22961	0
ENSG00000233376	1914	0
ENSG00000266151	84	0
ENSG00000168746	29178	46
ENSG00000226243	279	15
ENSG00000124120	18730	411
ENSG00000132824	25865	790
ENSG00000168734	92463	1132
ENSG00000196839	32712	123
ENSG00000283440	7048	0
ENSG00000132832	39646	240
ENSG00000244558	51130	300
ENSG00000064205	13666	0
ENSG00000124249	6449	135
ENSG00000276223	560	0
ENSG00000101098	58739	225
ENSG00000277708	615	0
ENSG00000286100	21170	49
ENSG00000166913	22831	3190
ENSG00000101104	48976	2168
ENSG00000025772	18268	15
ENSG00000227477	2609	2
ENSG00000101109	113543	885
ENSG00000252021	107	0
ENSG00000124134	9914	3
ENSG00000175121	5721	5
ENSG00000168703	1041	2
ENSG00000283142	1271	0
ENSG00000124102	1643	2
ENSG00000124233	2736	1
ENSG00000124157	3086	3
ENSG00000233352	375	0
ENSG00000243995	2464	0
ENSG00000124107	2326	6
ENSG00000124159	15085	26
ENSG00000124232	10985	11
ENSG00000124145	23137	1110
ENSG00000275894	709	0
ENSG00000204070	14862	5
ENSG00000254806	47411	3
ENSG00000124251	35333	0
ENSG00000232880	359	0
ENSG00000244274	4554	0
ENSG00000124155	40851	1039
ENSG00000273555	64	0
ENSG00000277022	13054	0
ENSG00000101443	11780	42
ENSG00000237464	2636	2
ENSG00000237068	854	1
ENSG00000101446	3162	0
ENSG00000243543	5300	0
ENSG00000249139	13467	2
ENSG00000232135	219	0
ENSG00000229900	245	0
ENSG00000101448	7127	0
ENSG00000158901	28174	32
ENSG00000201923	119	0
ENSG00000230860	818	0
ENSG00000180205	23346	26
ENSG00000180305	1458	0
ENSG00000235508	885	700
ENSG00000180083	21708	136
ENSG00000182931	20367	185
ENSG00000168634	6780	3
ENSG00000266071	79	0
ENSG00000149651	3484	4
ENSG00000226188	551	1
ENSG00000124116	43989	139
ENSG00000168630	155	0
ENSG00000221046	126	0
ENSG00000101457	19474	462
ENSG00000175063	4382	545
ENSG00000101470	10532	52
ENSG00000124104	9478	1004
ENSG00000101473	15685	663
ENSG00000277051	311	0
ENSG00000132801	21509	738
ENSG00000168612	4040	308
ENSG00000149634	1147	54
ENSG00000124257	2663	48
ENSG00000064601	8677	1589
ENSG00000271984	726	0
ENSG00000100979	13535	268
ENSG00000285796	8538	302
ENSG00000100982	13341	886
ENSG00000198026	23544	5182
ENSG00000235525	827	1
ENSG00000100985	7654	169
ENSG00000204044	8574	4
ENSG00000124140	38461	32
ENSG00000124160	28972	1176
ENSG00000213820	659	4
ENSG00000101017	11586	186
ENSG00000229957	2834	2
ENSG00000149654	134760	105
ENSG00000080189	18479	1592
ENSG00000273828	33444	1
ENSG00000062598	66936	110
ENSG00000215452	45049	83
ENSG00000283757	41699	25
ENSG00000225849	13514	0
ENSG00000184617	8180	0
ENSG00000198185	13930	443
ENSG00000149635	9709	7
ENSG00000158296	126645	1039
ENSG00000273893	700	0
ENSG00000172315	5080	133
ENSG00000271784	631	0
ENSG00000197496	26699	598
ENSG00000222874	340	1
ENSG00000235922	542	2
ENSG00000064655	294221	13233
ENSG00000236028	584	0
ENSG00000226769	893	0
ENSG00000239783	372	0
ENSG00000215450	863	0
ENSG00000264901	92	0
ENSG00000101040	147676	8240
ENSG00000267882	2253	0
ENSG00000273451	1006	0
ENSG00000231119	2073	0
ENSG00000224565	20403	59
ENSG00000234075	797	4
ENSG00000202186	104	0
ENSG00000201742	108	0
ENSG00000124151	154991	5210
ENSG00000229853	1173	0
ENSG00000196562	130269	1432
ENSG00000255438	8397	0
ENSG00000238950	76	1
ENSG00000215448	885	0
ENSG00000251770	83	0
ENSG00000238785	76	0
ENSG00000234967	4012	3
ENSG00000228503	582	2
ENSG00000287443	3448	3
ENSG00000237423	13389	12
ENSG00000229522	910	0
ENSG00000286179	14363	8
ENSG00000287335	35027	45
ENSG00000276923	320	0
ENSG00000287107	16576	6
ENSG00000288083	10424	10
ENSG00000286063	43165	38
ENSG00000235621	10753	31
ENSG00000236874	1573	0
ENSG00000274261	3940	1
ENSG00000281365	1107	2
ENSG00000281460	555	1
ENSG00000238452	76	1
ENSG00000124126	203748	1713
ENSG00000286159	2047	0
ENSG00000278231	27771	31
ENSG00000124198	114983	2785
ENSG00000230758	246	2
ENSG00000227431	5706	33
ENSG00000124207	50715	1435
ENSG00000124214	75029	2094
ENSG00000226284	533	0
ENSG00000124228	24783	867
ENSG00000124201	40481	2221
ENSG00000177410	21423	1020
ENSG00000277830	198	0
ENSG00000209042	89	0
ENSG00000274760	93	0
ENSG00000222365	91	0
ENSG00000277967	87	0
ENSG00000212304	90	0
ENSG00000158445	190904	76
ENSG00000283529	123318	0
ENSG00000124212	64264	232
ENSG00000158470	80934	682
ENSG00000276031	299	1
ENSG00000231878	252	16
ENSG00000252540	104	1
ENSG00000197818	79530	1073
ENSG00000237788	1961	0
ENSG00000158480	12139	276
ENSG00000199490	98	0
ENSG00000269103	284	2
ENSG00000124226	17550	759
ENSG00000229222	1288	541
ENSG00000206710	107	1
ENSG00000124216	5907	54
ENSG00000231265	789	1
ENSG00000244687	34836	0
ENSG00000124208	72514	3
ENSG00000240849	35481	0
ENSG00000237595	3452	7
ENSG00000234698	5381	11
ENSG00000231742	4868	8
ENSG00000277449	6901	30
ENSG00000172216	1839	290
ENSG00000224397	35608	31
ENSG00000203999	22780	57
ENSG00000233077	10632	141
ENSG00000244376	294	1
ENSG00000231715	225	3
ENSG00000196396	74921	1066
ENSG00000239742	317	0
ENSG00000201501	102	0
ENSG00000232043	7067	0
ENSG00000208018	94	2
ENSG00000042062	105435	627
ENSG00000221091	150	0
ENSG00000231302	315	0
ENSG00000234693	16805	0
ENSG00000124171	25216	333
ENSG00000124243	87783	1687
ENSG00000230043	135	0
ENSG00000101126	42522	4217
ENSG00000228663	681	0
ENSG00000259456	14165	12
ENSG00000000419	23689	547
ENSG00000124217	5112	63
ENSG00000232358	10650	0
ENSG00000026559	19452	92
ENSG00000279835	708	1
ENSG00000228820	880	2
ENSG00000101096	175875	976
ENSG00000266761	73	0
ENSG00000054793	171877	4221
ENSG00000215444	535	0
ENSG00000101115	20191	151
ENSG00000227964	31116	117
ENSG00000252467	105	0
ENSG00000252654	62	0
ENSG00000020256	152646	1703
ENSG00000287511	23796	0
ENSG00000233347	706	0
ENSG00000234948	478420	2197
ENSG00000225785	4156	0
ENSG00000275958	191	0
ENSG00000232465	12670	0
ENSG00000234821	317	0
ENSG00000232294	27738	44
ENSG00000286250	2840	0
ENSG00000232286	4518	0
ENSG00000230636	225	3
ENSG00000182463	522973	1515
ENSG00000199218	333	0
ENSG00000286865	3877	0
ENSG00000223492	10908	0
ENSG00000227705	12477	0
ENSG00000271774	231296	0
ENSG00000231703	15250	0
ENSG00000224530	458	0
ENSG00000259723	51257	45
ENSG00000206959	111	0
ENSG00000197670	23094	206
ENSG00000171940	42843	358
ENSG00000235415	26237	39
ENSG00000238468	62	0
ENSG00000287886	3070	9
ENSG00000225563	27475	61
ENSG00000241721	306	1
ENSG00000064787	133818	3544
ENSG00000236352	2349	0
ENSG00000265595	78	0
ENSG00000019186	20541	22
ENSG00000286587	4716	6
ENSG00000101132	19966	135
ENSG00000286229	36785	79
ENSG00000101134	175577	247
ENSG00000252089	125	2
ENSG00000185834	497	461
ENSG00000235166	276018	447
ENSG00000224008	6862	0
ENSG00000275923	310	0
ENSG00000287478	137087	40
ENSG00000286006	6056	2
ENSG00000054803	8163	7
ENSG00000222118	122	0
ENSG00000124089	1084	0
ENSG00000235594	1360	0
ENSG00000230843	3194	3
ENSG00000124098	9690	849
ENSG00000087586	22949	415
ENSG00000101138	13992	150
ENSG00000087589	48276	134
ENSG00000228601	156	0
ENSG00000022277	50865	309
ENSG00000124091	34434	0
ENSG00000124103	8966	2
ENSG00000280387	1248	0
ENSG00000213714	3275	17
ENSG00000287079	4975	17
ENSG00000225657	21059	34
ENSG00000214541	413	44
ENSG00000087510	9978	304
ENSG00000252091	102	0
ENSG00000241821	295	0
ENSG00000237000	678	1
ENSG00000231604	1064	1
ENSG00000207158	107	1
ENSG00000231078	1388	1
ENSG00000203266	12106	4
ENSG00000288086	2978	0
ENSG00000280220	1954	4
ENSG00000101144	97889	795
ENSG00000235032	995	0
ENSG00000226308	16202	23
ENSG00000252064	105	0
ENSG00000266666	90	0
ENSG00000231005	151	0
ENSG00000054796	14192	13
ENSG00000101146	27989	380
ENSG00000228995	944	0
ENSG00000256222	1052	0
ENSG00000218018	15923	32
ENSG00000132819	17938	901
ENSG00000286052	15557	8
ENSG00000124097	636	1134
ENSG00000124092	29687	21
ENSG00000124253	7042	2
ENSG00000227297	1506	1
ENSG00000124256	16731	116
ENSG00000124225	63145	2076
ENSG00000278709	2625	6
ENSG00000263453	51	0
ENSG00000203971	3051	1
ENSG00000275852	745	0
ENSG00000225708	3017	4
ENSG00000270411	325	0
ENSG00000124237	10249	9
ENSG00000124227	10159	4
ENSG00000124224	80512	194
ENSG00000124209	57793	1294
ENSG00000124164	61873	1126
ENSG00000198768	56299	340
ENSG00000231290	104510	232
ENSG00000254620	9557	0
ENSG00000268941	967	26
ENSG00000124222	28274	7
ENSG00000254995	63977	184
ENSG00000215440	30108	686
ENSG00000254419	839	0
ENSG00000237121	43290	37
ENSG00000270279	2488	0
ENSG00000268649	594	1
ENSG00000284040	80	0
ENSG00000216031	88	1
ENSG00000235590	31985	38
ENSG00000268333	2721	0
ENSG00000087460	71475	30549
ENSG00000276859	103	0
ENSG00000276722	114	0
ENSG00000274491	112	0
ENSG00000275069	121	0
ENSG00000225806	25282	0
ENSG00000270951	390	0
ENSG00000285091	65170	257
ENSG00000284985	179	0
ENSG00000101158	13926	1226
ENSG00000101160	12070	1814
ENSG00000101162	7226	32
ENSG00000124172	6871	384
ENSG00000101166	9665	217
ENSG00000232925	408	0
ENSG00000124203	135733	213
ENSG00000124205	25550	13
ENSG00000225129	5580	4
ENSG00000230352	3847	4
ENSG00000286309	1614	1
ENSG00000233686	219	0
ENSG00000287752	2099	1
ENSG00000227282	849	0
ENSG00000087495	270203	378
ENSG00000238194	3392	0
ENSG00000238777	62	1
ENSG00000196074	70092	7423
ENSG00000196227	14917	267
ENSG00000132825	3643	0
ENSG00000124215	75589	170
ENSG00000176659	17104	5
ENSG00000276093	513	1
ENSG00000228340	565959	593
ENSG00000207802	94	0
ENSG00000229690	477	0
ENSG00000266140	71	0
ENSG00000265617	64	0
ENSG00000276627	12279	10
ENSG00000261035	2208	1
ENSG00000229755	593	1
ENSG00000229606	4702	0
ENSG00000179242	688357	629
ENSG00000286232	4303	0
ENSG00000276786	977	0
ENSG00000277270	4763	0
ENSG00000179253	2243	0
ENSG00000225106	16838	0
ENSG00000130699	112342	1944
ENSG00000284193	117	0
ENSG00000235018	528	0
ENSG00000265306	84	0
ENSG00000283078	1608	17
ENSG00000149657	12914	555
ENSG00000101182	6708	1447
ENSG00000184402	38746	1593
ENSG00000101181	20540	1689
ENSG00000101180	5319	0
ENSG00000130703	64292	1257
ENSG00000130706	6770	2643
ENSG00000226332	894	0
ENSG00000130702	59358	58476
ENSG00000284074	71	0
ENSG00000228812	3486	0
ENSG00000273619	668	46
ENSG00000171858	1418	414
ENSG00000149679	18654	1356
ENSG00000275437	3700	0
ENSG00000130701	17303	1979
ENSG00000233017	19851	12
ENSG00000130700	12499	18
ENSG00000272050	725	0
ENSG00000260542	2188	1
ENSG00000174403	7184	6
ENSG00000174407	20312	0
ENSG00000199017	71	0
ENSG00000284508	102	0
ENSG00000226094	714	1
ENSG00000264490	1918	0
ENSG00000273812	6624	77
ENSG00000232121	1824	0
ENSG00000229882	2091	0
ENSG00000167046	2586	2
ENSG00000101187	43283	70
ENSG00000277496	1807	0
ENSG00000276317	915	0
ENSG00000232803	3706	0
ENSG00000237687	5457	0
ENSG00000101188	53936	181
ENSG00000223669	2782	0
ENSG00000228705	2876	54
ENSG00000101189	5257	563
ENSG00000229873	4961	1
ENSG00000060491	9166	7556
ENSG00000092758	24916	650
ENSG00000101190	20818	723
ENSG00000233838	249	0
ENSG00000236527	827	5
ENSG00000101191	60215	1646
ENSG00000273759	677	0
ENSG00000101193	10329	471
ENSG00000101194	16879	451
ENSG00000125533	1109	0
ENSG00000272259	75689	62
ENSG00000125514	2812	0
ENSG00000237119	15853	0
ENSG00000231133	11826	17
ENSG00000274915	118	0
ENSG00000225978	2182	3
ENSG00000287324	988	0
ENSG00000260416	1965	2
ENSG00000286628	7777	12
ENSG00000231977	14107	9
ENSG00000207598	87	0
ENSG00000149658	20711	596
ENSG00000273821	462	11
ENSG00000101197	4613	10
ENSG00000266463	64	0
ENSG00000101198	31911	44
ENSG00000275620	7638	0
ENSG00000101199	17006	7385
ENSG00000266104	59	0
ENSG00000101203	41666	33
ENSG00000222439	111	0
ENSG00000101204	35179	0
ENSG00000203900	11190	0
ENSG00000075043	72468	68
ENSG00000280936	2287	0
ENSG00000226390	1279	0
ENSG00000101210	11172	5999
ENSG00000230226	2825	12
ENSG00000125534	1442	5597
ENSG00000101213	9376	2131
ENSG00000125508	6695	410
ENSG00000275812	328	0
ENSG00000125531	8805	62
ENSG00000130589	16154	4900
ENSG00000101216	39500	1843
ENSG00000232442	1598	227
ENSG00000197457	17978	272
ENSG00000258366	38444	3
ENSG00000026036	39385	232
ENSG00000243509	2033	0
ENSG00000101246	9384	779
ENSG00000197114	28678	87
ENSG00000273154	30240	151
ENSG00000274501	306	0
ENSG00000203896	2821	0
ENSG00000273047	2129	12
ENSG00000125520	4275	15016
ENSG00000130584	88373	1008
ENSG00000229299	1270	0
ENSG00000231208	8446	0
ENSG00000279610	480	0
ENSG00000268858	3082	182
ENSG00000183260	1491	0
ENSG00000101150	26318	2146
ENSG00000101152	40906	2521
ENSG00000199805	165	0
ENSG00000283206	72	0
ENSG00000216141	72	0
ENSG00000283513	72	0
ENSG00000216195	72	0
ENSG00000275842	72	0
ENSG00000198276	16588	4311
ENSG00000284433	80	0
ENSG00000207554	96	0
ENSG00000280213	3602	0
ENSG00000196700	13227	1746
ENSG00000130590	5893	1017
ENSG00000101161	51969	6856
ENSG00000196421	5619	766
ENSG00000203883	2058	302
ENSG00000171703	22512	2445
ENSG00000237371	282	0
ENSG00000171700	6808	691
ENSG00000274034	56	0
ENSG00000125510	20562	51
ENSG00000171695	980	0
ENSG00000286999	3955	0
ENSG00000196132	139860	312
ENSG00000125522	1352	0
ENSG00000203880	32127	820
ENSG00000278171	256	0
ENSG00000232852	2812	157
ENSG00000149656	22748	258
ENSG00000274727	555	0
ENSG00000282458	10676	1587
ENSG00000282542	776	0
ENSG00000282798	806	0
ENSG00000282807	941	7
ENSG00000283801	138	0
ENSG00000282591	1524	13
ENSG00000282137	913	7
ENSG00000267310	6903	29
ENSG00000176695	9999	45
ENSG00000267792	328	4
ENSG00000266971	937	2
ENSG00000282535	1018	10
ENSG00000281379	9324	103
ENSG00000282059	2357	0
ENSG00000282416	757	267
ENSG00000282051	2815	160
ENSG00000282508	48281	1188
ENSG00000282339	676	0
ENSG00000222329	104	0
ENSG00000282393	3021	37
ENSG00000141934	10364	1958
ENSG00000105556	43372	1373
ENSG00000267124	895	0
ENSG00000105549	14280	55
ENSG00000286667	4809	18
ENSG00000267443	1585	0
ENSG00000183186	3703	22
ENSG00000129946	44414	2489
ENSG00000252539	112	0
ENSG00000181781	11638	250
ENSG00000099866	16168	35
ENSG00000266933	17788	3
ENSG00000141933	12158	615
ENSG00000099804	10333	876
ENSG00000197540	5891	51
ENSG00000267751	5019	72
ENSG00000172270	12217	13319
ENSG00000099822	27279	186
ENSG00000267036	871	0
ENSG00000099821	16317	2609
ENSG00000261204	433	2
ENSG00000070388	4493	196
ENSG00000070423	15708	1639
ENSG00000267666	6019	51
ENSG00000070404	7001	982
ENSG00000185198	9953	28
ENSG00000213726	820	0
ENSG00000099864	39395	962
ENSG00000099812	13207	1337
ENSG00000272473	861	3
ENSG00000267530	3338	12
ENSG00000011304	15253	3526
ENSG00000284361	62	0
ENSG00000129951	9490	394
ENSG00000263414	70	0
ENSG00000172232	6922	45
ENSG00000196415	7177	20
ENSG00000197561	5234	6
ENSG00000197766	3978	213
ENSG00000175221	25589	2286
ENSG00000207507	107	5
ENSG00000198858	16743	1481
ENSG00000116014	3719	7
ENSG00000116017	50159	1978
ENSG00000267159	559	0
ENSG00000275162	1665	0
ENSG00000065268	14107	718
ENSG00000266990	2962	0
ENSG00000116032	9314	219
ENSG00000182087	11532	4886
ENSG00000274177	687	0
ENSG00000207357	107	7
ENSG00000064666	12483	1281
ENSG00000279753	338	0
ENSG00000064687	25576	3787
ENSG00000180448	20706	2731
ENSG00000099817	8807	1509
ENSG00000167468	2866	3153
ENSG00000064932	66632	6751
ENSG00000118046	50874	2723
ENSG00000267736	634	0
ENSG00000099625	9741	187
ENSG00000267778	1344	7
ENSG00000099624	3080	1208
ENSG00000167470	10588	1938
ENSG00000099622	15497	3734
ENSG00000267493	2790	0
ENSG00000228300	3715	801
ENSG00000099617	15559	61
ENSG00000240846	319	0
ENSG00000267372	1622	1
ENSG00000160953	23721	1066
ENSG00000279488	2127	0
ENSG00000267755	748	0
ENSG00000115286	12063	220
ENSG00000280486	4193	0
ENSG00000248015	4298	11
ENSG00000130005	4545	2050
ENSG00000071626	28119	3644
ENSG00000115268	2137	3096
ENSG00000268798	1100	24
ENSG00000115266	26943	117
ENSG00000267317	911	0
ENSG00000119559	18077	1189
ENSG00000115257	9325	1264
ENSG00000115255	6762	1396
ENSG00000185761	8583	274
ENSG00000185988	28024	111
ENSG00000267092	589	0
ENSG00000181588	13390	595
ENSG00000239367	286	2
ENSG00000071655	19270	1719
ENSG00000279009	148	0
ENSG00000267059	27107	78
ENSG00000127540	8305	0
ENSG00000071564	43326	2880
ENSG00000252933	104	0
ENSG00000275642	281	1
ENSG00000267073	690	0
ENSG00000205922	27483	25
ENSG00000130270	30202	172
ENSG00000079313	33236	4487
ENSG00000267007	625	0
ENSG00000284216	80	0
ENSG00000267244	2454	0
ENSG00000267125	1241	0
ENSG00000129911	11181	96
ENSG00000267141	1770	0
ENSG00000261526	1299	9
ENSG00000267232	977	0
ENSG00000129968	8738	3652
ENSG00000227500	20642	3770
ENSG00000213638	8049	0
ENSG00000133275	40167	3334
ENSG00000180846	2056	0
ENSG00000133243	49444	6592
ENSG00000267283	970	0
ENSG00000279653	1002	0
ENSG00000275468	929	0
ENSG00000267180	199	0
ENSG00000099875	13780	1167
ENSG00000172081	25638	1566
ENSG00000099840	3165	115
ENSG00000065000	63481	8971
ENSG00000104885	68646	1918
ENSG00000267122	3537	0
ENSG00000104886	7621	456
ENSG00000221411	88	0
ENSG00000284129	98	0
ENSG00000104897	11832	6499
ENSG00000104899	2765	8532
ENSG00000284272	80	0
ENSG00000167476	17508	97
ENSG00000104904	3982	0
ENSG00000273734	71648	219
ENSG00000188305	7545	0
ENSG00000220008	2241	0
ENSG00000288156	2609	0
ENSG00000286880	1714	0
ENSG00000130332	7092	0
ENSG00000005206	26481	9516
ENSG00000178297	66002	439
ENSG00000099800	1962	351
ENSG00000176619	29322	1325
ENSG00000283728	87	0
ENSG00000267201	3251	21
ENSG00000099860	2138	507
ENSG00000252962	95	0
ENSG00000176533	191476	1692
ENSG00000105694	643	0
ENSG00000263974	273	0
ENSG00000267412	1708	0
ENSG00000277904	79	0
ENSG00000267214	896	0
ENSG00000267749	2016	0
ENSG00000276097	578	0
ENSG00000176490	6806	158
ENSG00000267001	22280	38
ENSG00000286460	2808	0
ENSG00000261342	1585	0
ENSG00000141873	7825	0
ENSG00000104969	28568	1940
ENSG00000172009	30305	5460
ENSG00000172006	16868	269
ENSG00000186300	19035	36
ENSG00000267063	11490	0
ENSG00000287766	2159	9
ENSG00000172000	16111	37
ENSG00000267398	643	0
ENSG00000266938	598	3
ENSG00000171970	17576	38
ENSG00000253392	18447	67
ENSG00000175691	11754	248
ENSG00000279452	1610	16
ENSG00000104953	17642	75
ENSG00000065717	49997	436
ENSG00000104964	10198	2859
ENSG00000267469	815	0
ENSG00000088256	29638	1804
ENSG00000267139	640	0
ENSG00000267688	1013	0
ENSG00000266944	682	2
ENSG00000060558	27717	217
ENSG00000267551	13600	0
ENSG00000125910	7987	53
ENSG00000125912	24013	2080
ENSG00000161082	72416	173
ENSG00000267448	10123	35
ENSG00000141905	154815	15043
ENSG00000280103	402	0
ENSG00000279599	208	0
ENSG00000095932	6540	3
ENSG00000284638	643	0
ENSG00000129932	9854	500
ENSG00000105325	32058	2482
ENSG00000252408	73	0
ENSG00000161091	36030	555
ENSG00000183397	4877	0
ENSG00000267436	13371	0
ENSG00000267231	472	0
ENSG00000279590	682	0
ENSG00000266959	154	0
ENSG00000064961	6312	3835
ENSG00000179855	8064	40
ENSG00000006638	12369	44
ENSG00000226800	6684	1
ENSG00000105298	16171	367
ENSG00000186111	70286	2850
ENSG00000267304	1714	0
ENSG00000105289	42452	2233
ENSG00000011132	10921	541
ENSG00000267205	2678	0
ENSG00000267138	2040	0
ENSG00000183617	5894	205
ENSG00000173976	3140	6
ENSG00000267148	187	0
ENSG00000007264	24160	95
ENSG00000105278	65015	97
ENSG00000266989	1117	0
ENSG00000167654	48219	93
ENSG00000266627	262	0
ENSG00000077009	9314	23
ENSG00000167657	12671	2394
ENSG00000283928	99	0
ENSG00000167658	9408	9061
ENSG00000206775	66	0
ENSG00000105229	31651	3138
ENSG00000178951	23597	5418
ENSG00000268670	1135	0
ENSG00000126934	33802	3248
ENSG00000278007	241	2
ENSG00000060566	19424	55
ENSG00000077463	8458	977
ENSG00000089847	41461	410
